"","Well_Label","Phenotype","Firing_rate_Hz","EB_Dur","EB_Dur_Std","Spikes_per_EB","Spikes_per_EB_Std","EB_ISI","EB_ISI_Std","IEBI","IEBI_Std","IEBI_CV","IEBI_CV_Std","EB_rate_Hz","EB_rate_Std","EB_prop","EB_prop_Std","NB_rate_Hz","NB_prop","NB_dur","NB_dur_Std","Firing_Rate_in_NB_Hz","Firing_Rate_in_NB_Std","INBI","INBI_Std","batch","cell_line_batch","machine","PT_all_path","DIV_range","Syndrome","Gene","Compound_short","Compound","Own_control","Color_general","Cell_line_general","Unique_ID","PT_all_path_Well_Label"
"36","B6","Mother_CNT",1.28642857142857,0.0925714285714286,0.169638853625402,3.27771428571429,6.37406759912709,0.0356014225331426,0.00914350451928727,55.58675,38.5359545392352,1.079,0.311432175601687,0.0216666666666667,0.0553427548358456,6.0445,14.4656252051864,0.106666666666667,0.452676421559548,1.065,0.253198379447495,5.02839231739998,0.738798824636216,17.8706451612903,9.13897468190821,"100-2031","Mother_CNT100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","control","control","NT","NT","Mother_CNT","#555555","Mother_CNT","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_B6_36","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_B6"
"37","C1","KdVS_CR_P_10um",1.2190625,0.0771875,0.103428699273139,2.45075,3.30510928714922,0.037508232540966,0.00296094685330613,55.2716666666667,55.0552609608443,0.9034,0.136250871556845,0.024375,0.0440995296859107,5.284,9.06789053749548,0.123333333333333,0.535867146036638,1.29097297297298,0.545070152798222,3.97415015270331,0.545593682072662,14.7082777777778,10.8267206817501,"100-2031","KdVS_CR_P_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","P_10um","prednisone","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C1_37","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C1"
"38","C2","Mother_CNT",0.415846153846154,0.0109230769230769,0.0393837139319913,0.384615384615385,1.38675049056307,0.0354600000000005,NA,NA,NA,NA,NA,0.000256410256410256,0.000924500327042049,0.103692307692308,0.373867932255804,0,0,NA,NA,NA,NA,NA,NA,"100-2031","Mother_CNT100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","control","control","NT","NT","Mother_CNT","#555555","Mother_CNT","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C2_38","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C2"
"39","C3","KdVS_CR_NT",0.384909090909091,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"100-2031","KdVS_CR_NT100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","NT","NT","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C3_39","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C3"
"40","C4","KdVS_CR_P_10um",0.874142857142857,0.0430714285714286,0.0859449414860058,1.34528571428571,2.67791587816896,0.0381863226659115,0.00311076989174952,46.9803333333333,38.9202127991784,0.8895,0.275064537881567,0.010952380952381,0.0265197417652718,2.01692857142857,4.5425237388023,0.143333333333333,0.477061714909885,1.01423255813953,0.311859006390884,2.8405870253708,0.319410839062429,12.5550476190476,11.4967812270671,"100-2031","KdVS_CR_P_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","P_10um","prednisone","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C4_40","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C4"
"41","C5","KdVS_CR_PH_10um",0.848785714285714,0.0519285714285714,0.0882160497220967,1.58328571428571,2.61703982593874,0.0401025862068959,0.0107079662726593,140.279,116.55068536478,1.2185,0.27647875144394,0.00285714285714286,0.00582613370459638,0.792357142857143,1.59606340760601,0.01,0.0443252399774139,1.36133333333333,0.15837087274285,2.75931226673082,0.174902357589334,42.436,2.50315800540036,"100-2031","KdVS_CR_PH_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","PH_10um","phloretin","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C5_41","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C5"
"42","C6","KdVS_CR_F_10um",0.429333333333333,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"100-2031","KdVS_CR_F_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","F_10um","fasudil","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C6_42","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_C6"
"43","D1","KdVS_CR_PH_10um",1.34525,0.0725,0.152708000227013,2.483375,5.64523714146123,0.0366077533238222,0.00691671638662891,20.3446666666667,13.0021586412924,1.00366666666667,0.267970769550213,0.0216666666666667,0.0549073293360259,6.41425,18.8072179069633,0.126666666666667,0.475900795507721,1.41363157894737,0.505599532856258,3.48769435804968,0.722971935008985,14.1803243243243,9.52907503396857,"100-2031","KdVS_CR_PH_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","PH_10um","phloretin","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D1_43","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D1"
"44","D2","Mother_CNT",1.19,0.102142857142857,0.107327577030364,3.44842857142857,3.63986869404517,0.03515122975793,0.00552370866305789,43.2297142857143,41.6380958366826,0.8344,0.134515054919515,0.0302380952380952,0.048100043280793,8.70471428571429,12.9143922185144,0.126666666666667,0.785271162697619,1.33868421052632,0.594719879791853,5.39807310840661,0.730457549873296,14.2377297297297,6.9263744430203,"100-2031","Mother_CNT100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","control","control","NT","NT","Mother_CNT","#555555","Mother_CNT","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D2_44","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D2"
"45","D3","KdVS_CR_NT",2.09866666666667,0.145333333333333,0.134028070975911,4.868,4.21487113851488,0.0345651638443468,0.00385076519741674,64.6365,51.2269773431371,1.029,0.401831876713206,0.04,0.0704069801734378,9.26306666666667,15.7591988804121,0.0966666666666667,0.659563189143342,2.32151724137931,1.03470625992838,5.813246468203,0.971876639479479,18.1420714285714,11.1285818933803,"100-2031","KdVS_CR_NT100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","NT","NT","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D3_45","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D3"
"46","D4","KdVS_CR_P_10um",0.901866666666667,0.0576666666666667,0.125668308692064,1.7822,4.08092895937047,0.040151453983595,0.0104161020471961,22.8645,18.7673210794722,0.9345,0.590434162290767,0.0164444444444444,0.0505912136588054,3.8096,11.3289813991752,0.0833333333333333,0.582100591715976,1.78352,0.770619075808537,3.51634102940373,0.507969079519616,21.9460833333333,13.8503078537962,"100-2031","KdVS_CR_P_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","P_10um","prednisone","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D4_46","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D4"
"47","D5","KdVS_CR_PH_10um",1.03253333333333,0.0822666666666667,0.0995371191829365,2.87566666666667,3.40422373502319,0.0345453488248877,0.00540343365939112,88.2122,73.0879379596934,0.6555,0.184987386957418,0.0157777777777778,0.0333444425932096,5.26813333333333,10.1217424238734,0.0466666666666667,0.316962353959325,1.91214285714285,0.770605941116171,3.66756286350146,0.417221112481034,40.7624615384615,31.3434103457579,"100-2031","KdVS_CR_PH_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","PH_10um","phloretin","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D5_47","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D5"
"48","D6","KdVS_CR_F_10um",0.4257,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"100-2031","KdVS_CR_F_10um100-2031","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031","DIV14","KdVS","KANSL1","F_10um","fasudil","Mother_CNT","#DC143C","KdVS_CR","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D6_48","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/100-2031_D6"
"49","A1","WTC",7.370375,0.4460625,0.265959011566319,20.904625,18.2551768360831,0.0277679502288827,0.00769073420048651,8.35025,12.4740025199078,0.8011875,0.189329771826831,0.210416666666667,0.0932767685737213,57.4484375,27.1333273717489,0.153333333333333,0.764587639081566,1.33404347826087,0.118349004881839,27.5867821324358,1.29462265576414,5.1604,0.792994623391151,"118-2247","WTC118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","control","control","NT","NT","WTC","#000000","WTC","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A1_49","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A1"
"50","A2","KdVS164_F_0.3um",1.67538461538462,0.0598461538461538,0.124265070282472,2.025,4.30723526948165,0.0351021508409113,0.00577630478214661,11.9165,13.9561665402789,1.204,0.0509116882454315,0.0346153846153846,0.111426262460032,4.49207692307692,13.8959710735495,0.103333333333333,0.301426599171652,1.28812903225806,0.707197649974204,3.61409433493232,0.58637326813494,8.4168,14.3850733230785,"118-2247","KdVS164_F_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","F_0.3um","fasudil","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A2_50","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A2"
"51","A3","KdVS164_F_1um",2.21385714285714,0.105,0.11214208021009,3.82485714285714,4.10923076943648,0.0320102918743622,0.00297460151987401,9.333,8.98970939463563,0.829285714285714,0.143625339321577,0.0857142857142857,0.112374743728665,15.0322857142857,19.3704740596792,0.203333333333333,0.766530260607366,1.15314754098361,0.353321847426467,7.05801285797576,1.01922188192348,3.76353333333333,1.31835230324835,"118-2247","KdVS164_F_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","F_1um","fasudil","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A3_51","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A3"
"52","A4","KdVS164_PH_0.3um",3.09385714285714,0.142285714285714,0.152965269346913,5.55292857142857,6.36844427886176,0.0310581098665755,0.00564087317405978,19.4921428571429,29.6233330806904,0.815857142857143,0.23411566128122,0.074047619047619,0.117051954068097,13.7481428571429,21.3494159021421,0.153333333333333,0.633068558648878,1.48904347826087,0.585953466355732,8.24691862340919,1.48353852214025,4.9476,2.28611498955205,"118-2247","KdVS164_PH_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","PH_0.3um","phloretin","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A4_52","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A4"
"53","A5","KdVS164_PH_1um",1.67275,0.0775,0.108905463591135,2.929375,4.02133516592023,0.0302571425985163,0.00287546620289829,8.0672,4.71147818630204,0.7776,0.138314135214012,0.0475,0.0828876973402589,8.789125,14.752927541678,0.176666666666667,0.71236123238119,1.35003773584906,0.469498339567152,4.91157884325907,0.732806304805501,4.27007692307692,1.76507387887544,"118-2247","KdVS164_PH_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","PH_1um","phloretin","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A5_53","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A5"
"54","A6","KdVS164_P_0.3um",1.64826666666667,0.0799333333333333,0.10410809400856,2.6216,3.4068001283148,0.0362346706860992,0.00280843606966894,20.7986666666667,19.563516776558,0.616333333333333,0.237882884349982,0.0337777777777778,0.0560876109833545,6.39173333333333,9.89085412653432,0.196666666666667,0.640513166779203,1.18291525423729,0.681574376444248,4.29807077387502,0.770494450037246,3.88148275862069,2.65441311610035,"118-2247","KdVS164_P_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","P_0.3um","prednisone","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A6_54","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A6"
"55","A7","KdVS164_P_1um",1.94121428571429,0.0916428571428571,0.178689506016553,3.12442857142857,6.78607404020328,0.0377562231874684,0.00872335003869028,23.50375,19.1173114632611,1.042,0.278790243731735,0.0342857142857143,0.0947279376603448,7.26107142857143,20.9571424852806,0.16,0.716900024563989,1.52220833333333,0.424148356137546,5.61760126240642,0.722676187498667,4.67051063829787,1.46898826278113,"118-2247","KdVS164_P_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","P_1um","prednisone","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A7_55","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A7"
"56","A8","KdVS164_NT",2.86553333333333,0.115266666666667,0.170031285636609,4.3168,6.72665678157752,0.0318823778195569,0.00583755542747537,50.6052,88.9668416023633,1.16525,0.384369938991071,0.0746666666666667,0.159656377041942,10.9082,22.2757214383732,0.163333333333333,0.562388106172647,1.3109387755102,0.801604755271241,6.88032176462612,1.53921701900543,4.684,3.58249942465586,"118-2247","KdVS164_NT118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","NT","NT","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A8_56","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_A8"
"57","B1","WTC",6.076875,0.338875,0.265878888468666,15.067375,13.2218578970582,0.0264619086647828,0.00662807429410912,7.30383333333333,11.8474496667452,1.02708333333333,0.231162854177558,0.17375,0.131379433533394,42.9554375,32.5840232158211,0.12,0.74137155121681,1.7475,0.271530845393302,21.4618290123756,1.51901379258481,6.65885714285714,1.91516906246293,"118-2247","WTC118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","control","control","NT","NT","WTC","#000000","WTC","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B1_57","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B1"
"58","B2","KdVS164_F_0.3um",2.707,0.1405625,0.135785599997447,4.886875,4.83164414907941,0.0335118827903301,0.0039743959838788,14.999875,14.5997683977472,0.66725,0.226120543073822,0.07125,0.103371856618428,13.3079375,18.2042578369961,0.156666666666667,0.707713647222008,1.61961702127659,0.629514186502833,7.28233529766691,1.04493466693984,4.76000000000001,2.17274069629428,"118-2247","KdVS164_F_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","F_0.3um","fasudil","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B2_58","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B2"
"59","B3","KdVS164_F_1um",2.5085,0.116375,0.116418140052714,4.489,4.67955933822833,0.0307192045938152,0.00351911709906787,12.7041111111111,8.90418499140214,0.804,0.262429038027426,0.07375,0.112077189009612,13.5466875,17.947792334876,0.203333333333333,0.717545174452494,1.23370491803279,0.481699468696071,6.82687747314357,1.28981196528442,3.71156666666667,1.84354268720527,"118-2247","KdVS164_F_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","F_1um","fasudil","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B3_59","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B3"
"60","B4","KdVS164_PH_0.3um",2.3531875,0.1554375,0.193267334280783,6.2965,9.76849004367273,0.0325057515745607,0.00698736469288446,35.3891111111111,39.8388943510122,0.747666666666667,0.173598675110152,0.0502083333333333,0.0860186779889285,12.872375,22.2507917728037,0.186666666666667,0.696153164332565,1.05332142857143,0.471179607026794,7.84558201692035,1.53153205149085,4.26207272727273,2.59454904277285,"118-2247","KdVS164_PH_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","PH_0.3um","phloretin","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B4_60","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B4"
"61","B5","KdVS164_PH_1um",1.36675,0.067875,0.109583377693274,2.333125,3.83964921791909,0.0346491759914829,0.00382457545475172,36.9082,41.9891869914148,0.8398,0.0937960553541565,0.025625,0.0619643714834043,5.331375,12.0882921422617,0.133333333333333,0.507044410413476,1.1905,0.377730265991691,4.3674707566352,0.526616524781632,6.29020512820513,1.59218788860002,"118-2247","KdVS164_PH_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","PH_1um","phloretin","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B5_61","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B5"
"62","B6","KdVS164_P_0.3um",1.7873125,0.0751875,0.105129899806541,2.573625,3.66470720749512,0.0353469479608478,0.00504633987043838,41.58375,44.3283595558945,1.073,0.343690267537502,0.0277083333333333,0.0781330181070623,4.40375,11.8081411943907,0.163333333333333,0.565334583382163,1.32697959183673,0.69492674943107,4.48010238926816,0.702205572252964,4.72966666666667,2.94704766318395,"118-2247","KdVS164_P_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","P_0.3um","prednisone","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B6_62","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B6"
"63","B7","KdVS164_P_1um",2.172,0.1168125,0.102135347293024,4.3328125,3.95642594974724,0.0325824012512725,0.00488971646239872,13.8894285714286,16.7875838529268,0.800142857142857,0.451191544162576,0.0597916666666667,0.087580386354903,12.037625,17.6399933026253,0.22,0.680809271263013,0.993848484848485,0.47192832710142,6.29959451147541,1.2000043296316,3.50532307692308,1.92375281926119,"118-2247","KdVS164_P_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","P_1um","prednisone","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B7_63","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B7"
"64","B8","KdVS164_NT",2.57875,0.119375,0.144696406313357,4.4831875,5.54826534115243,0.0308510365407901,0.00347412657256599,9.77228571428572,7.3375606462976,0.820714285714286,0.262173424972679,0.071875,0.114004345271313,12.884375,19.6246549383677,0.18,0.6849725008088,1.32988888888889,0.695800493707804,6.85406825771715,1.4142734757256,4.1928679245283,2.54402378162064,"118-2247","KdVS164_NT118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","NT","NT","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B8_64","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_B8"
"65","C1","WTC",6.1474375,0.3518125,0.267605236309008,15.5049375,14.2878707136216,0.0289268295501209,0.0103247466543287,5.17866666666667,5.85397285972734,0.808916666666667,0.187769422592194,0.183333333333333,0.128264772450786,45.9651875,34.3928300439084,0.156666666666667,0.788598656245715,1.40851063829787,0.324543148624565,21.7252992293437,2.37909991174053,4.99434782608696,1.4531442264948,"118-2247","WTC118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","control","control","NT","NT","WTC","#000000","WTC","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C1_65","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C1"
"66","C2","KdVS164_F_0.3um",2.738,0.121866666666667,0.150090385466637,4.40126666666667,5.76457958405922,0.0341516940804766,0.00806920845082497,6.967,6.56441745320939,0.9146,0.301362406414602,0.0711111111111111,0.121991846375119,13.9428,22.8196028611993,0.16,0.684914642153644,1.36779166666666,0.682426239746856,8.130973003476,1.5841166834245,4.93608510638298,3.06747665615856,"118-2247","KdVS164_F_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","F_0.3um","fasudil","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C2_66","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C2"
"67","C3","KdVS164_F_1um",2.048,0.120333333333333,0.107060508036121,4.41253333333333,4.09920349173674,0.032834409268473,0.00552705186876796,13.214875,9.13811749037279,0.54925,0.149812025075235,0.0513333333333333,0.0585512934806223,12.1046666666667,14.0845436138174,0.166666666666667,0.668773841961853,1.17244,0.488316105382068,6.76016962909089,1.19047035274563,4.76248979591837,2.40343471344006,"118-2247","KdVS164_F_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","F_1um","fasudil","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C3_67","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C3"
"68","C4","KdVS164_PH_0.3um",2.7148125,0.1601875,0.143698396534779,6.206625,5.99989231986708,0.0305259881957151,0.00554105555102627,11.4934,10.1930952795399,0.7006,0.252109411874201,0.07875,0.0883836334773959,19.5579375,21.5009020817538,0.15,0.718607350096712,1.25391111111112,0.459893061790266,9.81064879451155,1.76726615065802,5.23345454545454,2.64269690872302,"118-2247","KdVS164_PH_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","PH_0.3um","phloretin","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C4_68","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C4"
"69","C5","KdVS164_PH_1um",1.896625,0.11025,0.103217246620901,3.8361875,3.65479066831011,0.0346282411101235,0.00642035862194197,17.67125,17.6257082350104,0.7935,0.249134501825821,0.0475,0.062009557208427,9.764875,11.9260270326431,0.166666666666667,0.651073197578426,1.193,0.47245502971398,6.03921129529765,0.947955943305493,4.82077551020408,2.15099635116406,"118-2247","KdVS164_PH_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","PH_1um","phloretin","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C5_69","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C5"
"70","C6","KdVS164_P_0.3um",1.27533333333333,0.0335333333333333,0.0918919137330582,1.15766666666667,3.2435247949165,0.034345010288066,0.00619424085367167,8.8345,8.31911128065973,0.9085,0.0120208152801713,0.0248888888888889,0.0798199031020267,4.10326666666667,13.3870690298334,0.18,0.596096360119571,1.14040740740741,0.618978388945709,3.59678694570391,0.529863019827223,4.43222641509434,2.75925342913838,"118-2247","KdVS164_P_0.3um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","P_0.3um","prednisone","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C6_70","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C6"
"71","C7","KdVS164_P_1um",1.90173333333333,0.1194,0.12776250288272,3.90773333333333,4.16525909786906,0.035909882410056,0.00379250959292177,32.628,34.6167771579042,0.7748,0.367267885881682,0.032,0.0595325707837901,7.58293333333333,13.2887753787423,0.16,0.719770572398455,1.411625,0.674859752963691,5.78690473041901,0.854104185804855,4.76710638297872,2.61157559667192,"118-2247","KdVS164_P_1um118-2247","axion","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247","DIV14","KdVS","KANSL1","P_1um","prednisone","WTC","#8B1A1A","KdVS164","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C7_71","D:/2025/KdVS_paper/PT_all/Developmental/DIV14/Axion/118-2247_C7"
