Channel_Label,Well_Label,Timestamp,Maximum_Amplitude,Minimum_Amplitude,Peak_to_peak_Amplitude
11,11,9.27712,8.66279069767442e-06,-1.1046511627907e-05,1.97093023255814e-05
11,11,9.4076,1.05232558139535e-05,-1.47093023255814e-05,2.52325581395349e-05
11,11,9.672,9.30232558139535e-06,-1.08720930232558e-05,2.01744186046512e-05
11,11,9.85272,1.25581395348837e-05,-1.50581395348837e-05,2.76162790697674e-05
11,11,10.1456,1.12209302325581e-05,-1.34302325581395e-05,2.46511627906977e-05
11,11,10.45608,8.8953488372093e-06,-1.25581395348837e-05,2.1453488372093e-05
11,11,11.1128,1.0406976744186e-05,-1.36046511627907e-05,2.40116279069767e-05
11,11,11.78928,8.83720930232558e-06,-1.22093023255814e-05,2.1046511627907e-05
11,11,12.76032,1.26744186046512e-05,-1.37790697674419e-05,2.6453488372093e-05
11,11,13.12832,1.29651162790698e-05,-1.6046511627907e-05,2.90116279069767e-05
11,11,13.15152,9.53488372093023e-06,-1.20348837209302e-05,2.15697674418605e-05
11,11,13.3756,1.01162790697674e-05,-1.56395348837209e-05,2.57558139534884e-05
11,11,13.50248,9.06976744186047e-06,-1.05232558139535e-05,1.9593023255814e-05
11,11,13.67544,1.17441860465116e-05,-1.46511627906977e-05,2.63953488372093e-05
11,11,14.0632,1.25e-05,-1.45348837209302e-05,2.70348837209302e-05
11,11,14.50544,1.02906976744186e-05,-1.2906976744186e-05,2.31976744186047e-05
11,11,14.65712,1.18023255813954e-05,-1.30232558139535e-05,2.48255813953488e-05
11,11,14.99752,1.09883720930233e-05,-1.43604651162791e-05,2.53488372093023e-05
11,11,15.53456,1.08139534883721e-05,-1.44767441860465e-05,2.52906976744186e-05
11,11,15.6968,1.11046511627907e-05,-1.36627906976744e-05,2.47674418604651e-05
11,11,15.80344,1.08139534883721e-05,-1.1046511627907e-05,2.18604651162791e-05
11,11,15.97416,1.16279069767442e-05,-1.48255813953488e-05,2.6453488372093e-05
11,11,16.4296,8.43023255813954e-06,-1.18023255813954e-05,2.02325581395349e-05
11,11,17.5572,1.09883720930233e-05,-1.27906976744186e-05,2.37790697674419e-05
11,11,17.582,9.94186046511628e-06,-1.08139534883721e-05,2.07558139534884e-05
11,11,18.57504,1.27325581395349e-05,-1.61627906976744e-05,2.88953488372093e-05
11,11,19.7024,1.29651162790698e-05,-1.27325581395349e-05,2.56976744186047e-05
11,11,19.72784,9.76744186046512e-06,-1.09883720930233e-05,2.07558139534884e-05
11,11,19.90216,8.66279069767442e-06,-1.33720930232558e-05,2.20348837209302e-05
11,11,20.1516,1.21511627906977e-05,-1.44767441860465e-05,2.66279069767442e-05
11,11,20.5316,1.1453488372093e-05,-1.53488372093023e-05,2.68023255813954e-05
11,11,20.81624,1.11627906976744e-05,-1.76162790697674e-05,2.87790697674419e-05
11,11,21.22992,1.05232558139535e-05,-1.3953488372093e-05,2.44767441860465e-05
11,11,21.40704,1.01744186046512e-05,-1.36627906976744e-05,2.38372093023256e-05
11,11,21.60344,7.09302325581395e-06,-1.17441860465116e-05,1.88372093023256e-05
11,11,22.76936,1.43604651162791e-05,-1.52906976744186e-05,2.96511627906977e-05
11,11,22.87632,8.95348837209302e-06,-1.27325581395349e-05,2.16860465116279e-05
11,11,22.99728,1.08139534883721e-05,-1.61046511627907e-05,2.69186046511628e-05
11,11,23.1312,8.31395348837209e-06,-1.15116279069767e-05,1.98255813953488e-05
11,11,23.2608,9.59302325581395e-06,-1.63953488372093e-05,2.59883720930233e-05
11,11,23.33904,1.03488372093023e-05,-1.15697674418605e-05,2.19186046511628e-05
11,11,23.50192,1.01162790697674e-05,-1.16279069767442e-05,2.17441860465116e-05
11,11,23.6612,9.41860465116279e-06,-1.30232558139535e-05,2.24418604651163e-05
11,11,23.88656,1.15116279069767e-05,-1.46511627906977e-05,2.61627906976744e-05
11,11,23.93216,8.6046511627907e-06,-1.23255813953488e-05,2.09302325581395e-05
11,11,26.38056,1.23255813953488e-05,-1.0406976744186e-05,2.27325581395349e-05
11,11,26.52976,1.15116279069767e-05,-1.15116279069767e-05,2.30232558139535e-05
11,11,26.556,1.02906976744186e-05,-1.11627906976744e-05,2.1453488372093e-05
11,11,26.68344,9.82558139534884e-06,-1.33139534883721e-05,2.31395348837209e-05
11,11,26.88656,9.82558139534884e-06,-1.30813953488372e-05,2.2906976744186e-05
11,11,26.99616,9.65116279069767e-06,-1.3546511627907e-05,2.31976744186047e-05
